item_id,release_date,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
76,0.22498476627888672,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
77,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78,0.22498476627888672,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,0.22498476627888672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,0.22498476627888672,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
82,0.22498476627888672,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0.2866279909219462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,-0.45359736143566953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
90,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
91,0.22498476627888672,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92,0.22498476627888672,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,0.4342339589713544,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,0.03988620680274096,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.16317265608885995,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,0.10152943144580046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
97,0.03988620680274096,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98,0.10152943144580046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,-3.229400211389987,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,0.47915751446465255,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
101,-0.5040941399788882,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,-1.1938227137932853,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.42477636834118637,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,0.42477636834118637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.42477636834118637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.40991444020806517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,0.4377805554576674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,0.4271407659987284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.4283229648274994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,0.3482712155650057,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0.4295051636562704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
112,0.43186956131381243,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.4283229648274994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,0.4259585671699574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.4295051636562704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,0.42899850701536857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.4365983566288964,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,0.43186956131381243,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,0.2866279909219462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,0.44014495311520946,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,0.44098938085004585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
122,0.4377805554576674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.44369154960152246,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124,0.43896275428643844,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125,0.4403138386621767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,0.4519669414029195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,-1.0705362645071663,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
128,0.4448737484302935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,0.4566957367180035,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
130,0.4484203449166065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,-1.7489495066747553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,-3.106113762103868,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
133,-3.106113762103868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
134,-2.9826584272707817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,-1.3172780486263715,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
136,-3.106113762103868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,0.45433133906046147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,0.4566957367180035,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,-1.2554659384363447,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.22498476627888672,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,-2.1807898502701066,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
142,-1.1321794891502257,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,-1.5022077225555501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,-0.08356912803034532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,0.16317265608885995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
146,0.46108676093915296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,0.45686462226497077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,0.4578779355467745,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.46142453203308753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,0.4590601343755455,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
151,-1.1321794891502257,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,-1.0087241543171395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,-0.08356912803034532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,-0.6386959209118153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,-0.1452123526734048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
156,0.16317265608885995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
157,-0.20685557731646428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158,-0.021757017840318534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.16317265608885995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
160,0.16317265608885995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,-0.20685557731646428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,-0.515240586078729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,-0.9470809296740801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,-0.021757017840318534,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
165,-0.20685557731646428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,-0.20685557731646428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,-0.5770526962687558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,-0.9470809296740801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.22498476627888672,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,-0.08356912803034532,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
171,0.10152943144580046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
172,-0.5770526962687558,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
173,-0.1452123526734048,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
174,-0.515240586078729,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-0.2684988019595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,-0.20685557731646428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
177,-1.4405644979124905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,-1.9956912907939606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,-1.1321794891502257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,-0.6386959209118153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
181,0.48388630977973657,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
182,0.03988620680274096,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
183,-0.6386959209118153,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
184,0.22498476627888672,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
185,-1.810761616864782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
186,-0.5770526962687558,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
187,-0.9470809296740801,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
188,-0.1452123526734048,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
189,0.16317265608885995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,-0.021757017840318534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
191,-0.33031091214955055,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
192,-0.5770526962687558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,-0.39195413679261004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,-1.0087241543171395,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
195,-0.33031091214955055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,-0.021757017840318534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,-1.3789212732694311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
198,0.03988620680274096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,-1.9956912907939606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200,-0.5770526962687558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,-0.1452123526734048,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
202,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
203,0.16317265608885995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,-0.2684988019595238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205,-1.1938227137932853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,-0.08356912803034532,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,0.03988620680274096,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,-0.9470809296740801,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
209,-0.33031091214955055,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
210,-0.021757017840318534,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,-1.1938227137932853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,-0.08356912803034532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,-0.20685557731646428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
214,-0.45359736143566953,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
215,-0.021757017840318534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,-0.021757017840318534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
217,0.16317265608885995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,0.10152943144580046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,-0.33031091214955055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,0.4637889296906295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
221,0.4637889296906295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,0.46497112851940053,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,0.46497112851940053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
224,0.46581555625423693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,0.46581555625423693,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0.03988620680274096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,0.10152943144580046,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,-0.45359736143566953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,-0.33031091214955055,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,-0.20685557731646428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,0.16317265608885995,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,-0.08356912803034532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
233,0.16317265608885995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,-0.8854377050310206,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,0.46851772500571354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
236,0.46851772500571354,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
237,0.46851772500571354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,-0.1452123526734048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.16317265608885995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
240,0.46969992383448456,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0.16317265608885995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,0.47561091797833954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0.4827041109509656,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0.48388630977973657,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
245,0.48591293634334404,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
246,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,0.4862507074372786,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.4886151050948206,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,0.4921617015811336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.4933439004099046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,0.5039836898688437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.4957082980674466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
253,0.49925489455375965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
254,0.5004370933825306,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,0.5004370933825306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,0.5004370933825306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,0.5028014910400727,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
258,0.5039836898688437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
259,0.47172655039809197,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.47172655039809197,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
261,0.5075302863551566,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.5075302863551566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,0.5098946840126987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.5110768828414697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
265,0.03988620680274096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,0.5122590816702407,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
271,0.47172655039809197,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
272,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,0.3482712155650057,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
274,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,0.40991444020806517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,0.42004757302610235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,0.2866279909219462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
